1	21.603	0
2	50.954	0
3	29.511	0
4	32.724	0
5	27.388	0
6	37.199	0
7	27.050	0
8	107.620	0
9	-11.000	0
10	-31.629	0
11	-10.220	0
12	-0.8800	0
13	10.992	0
14	18.946	0
15	17.444	0
16	40.240	0
17	35.678	0
18	46.537	0
19	77.348	0
20	60.692	0
21	-14.498	0
22	-45.869	0
23	51.058	0
24	-31.069	0
25	26.003	0
26	25.064	0
27	90.815	0
28	21.924	0
29	0.8780	0
30	31.074	0
31	31.374	0
32	26.101	0
33	0.5743	0
34	-12.678	0
35	33.495	0
36	-16.286	0
37	-0.6966	0
38	63.936	0
39	11.433	0
40	19.790	0
41	50.995	0
42	14.997	0
43	54.881	0
44	13.648	0
45	54.384	0
46	42.880	0
47	17.610	0
48	-0.1971	0
49	-0.7293	0
50	15.898	0
51	10.856	0
52	11.740	0
53	53.506	0
54	15.069	0
55	58.310	0
56	0.8051	0
57	53.177	0
58	0.8332	0
59	29.297	0
60	53.122	0
61	11.581	0
62	10.852	0
63	84.102	0
64	52.530	0
65	11.040	0
66	43.468	0
67	13.198	0
68	45.177	0
69	66.475	0
70	-24.135	0
71	54.866	0
72	67.739	0
73	25.424	0
74	76.388	0
75	28.662	0
76	-13.114	0
77	-41.805	0
78	13.998	0
79	45.406	0
80	33.522	0
81	36.408	0
82	0.6687	0
83	28.320	0
84	-25.160	0
85	0.1197	0
86	-0.0564	0
87	39.592	0
88	23.575	0
89	-10.666	0
90	23.714	0
91	0.3306	0
92	0.3999	0
93	49.924	0
94	27.403	0
95	35.951	0
96	50.519	0
97	29.408	0
98	40.526	0
99	44.489	0
100	59.118	0
101	38.276	0
102	66.367	0
103	24.678	0
104	22.564	0
105	75.040	0
106	0.8709	0
107	23.914	0
108	51.596	0
109	28.494	0
110	66.148	0
111	55.024	0
112	32.747	0
113	0.0669	0
114	41.001	0
115	-17.479	0
116	31.334	0
117	48.253	0
118	30.391	0
119	50.390	0
120	85.166	0
121	51.718	0
122	32.008	0
123	43.250	0
124	36.765	0
125	-15.442	0
126	11.508	0
127	60.741	0
128	22.692	0
129	41.473	0
130	-0.6195	0
131	25.936	0
132	42.009	0
133	-16.845	0
134	34.428	0
135	18.545	0
136	-0.4186	0
137	22.874	0
138	-32.889	0
139	-39.839	0
140	-11.308	0
141	-0.5716	0
142	-11.191	0
143	-27.763	0
144	32.647	0
145	-23.826	0
146	27.307	0
147	47.612	0
148	23.933	0
149	26.793	0
150	12.655	0
151	-20.480	0
152	22.685	0
153	52.825	0
154	76.147	0
155	11.094	0
156	-24.820	0
157	28.990	0
158	35.288	0
159	17.191	0
160	-10.467	0
161	84.730	0
162	-46.786	0
163	0.8701	0
164	-15.649	0
165	0.4916	0
166	33.536	0
167	28.141	0
168	0.2678	0
169	47.310	0
170	42.672	0
171	43.421	0
172	11.231	0
173	55.457	0
174	43.821	0
175	99.263	0
176	55.904	0
177	58.708	0
178	25.589	0
179	-14.652	0
180	12.863	0
181	0.1266	0
182	0.7081	0
183	40.654	0
184	0.7297	0
185	-0.2853	0
186	11.720	0
187	19.173	0
188	36.280	0
189	-0.4579	0
190	33.520	0
191	26.341	0
192	63.732	0
193	17.605	0
194	19.966	0
195	-11.141	0
196	-17.558	0
197	33.315	0
198	16.515	0
199	39.112	0
200	-0.2780	0
201	81.255	0
202	27.667	0
203	55.411	0
204	17.192	0
205	19.125	0
206	44.702	0
207	40.673	0
208	-0.9608	0
209	-21.981	0
210	-0.8936	0
211	-18.473	0
212	25.787	0
213	11.662	0
214	12.960	0
215	-16.829	0
216	47.387	0
217	37.182	0
218	21.311	0
219	54.635	0
220	-0.2219	0
221	36.441	0
222	34.453	0
223	34.478	0
224	0.2123	0
225	33.805	0
226	0.8554	0
227	-0.2893	0
228	-12.098	0
229	55.134	0
230	-0.1378	0
231	18.813	0
232	-12.260	0
233	15.086	0
234	-72.961	0
235	-0.8609	0
236	-18.793	0
237	-0.6434	0
238	17.602	0
239	14.240	0
240	82.332	0
241	0.6847	0
242	16.499	0
243	-23.079	0
244	0.9679	0
245	-16.139	0
246	24.909	0
247	49.593	0
248	36.128	0
249	0.2981	0
250	-24.916	0
251	67.800	0
252	85.501	0
253	27.615	0
254	-0.5697	0
255	59.933	0
256	0.6220	0
257	0.9906	0
258	50.591	0
259	-17.557	0
260	-34.703	0
261	36.621	0
262	36.022	0
263	26.854	0
264	38.901	0
265	56.467	0
266	53.113	0
267	0.6943	0
268	48.299	0
269	29.197	0
270	0.8834	0
271	-11.799	0
272	43.409	0
273	13.391	0
274	25.393	0
275	0.0212	0
276	-22.515	0
277	29.148	0
278	22.136	0
279	59.971	0
280	48.051	0
281	55.599	0
282	0.1534	0
283	-0.4090	0
284	-14.073	0
285	38.939	0
286	107.672	0
287	45.827	0
288	0.0808	0
289	49.099	0
290	-0.9850	0
291	-18.734	0
292	45.523	0
293	0.0663	0
294	33.480	0
295	66.196	0
296	36.034	0
297	51.890	0
298	-24.174	0
299	43.846	0
300	88.155	0
301	40.234	0
302	-22.226	0
303	17.906	0
304	0.9001	0
305	35.491	0
306	36.361	0
307	36.165	0
308	13.087	0
309	0.6022	0
310	0.6312	0
311	49.606	0
312	-31.590	0
313	17.781	0
314	32.111	0
315	0.4417	0
316	38.317	0
317	21.860	0
318	-0.4149	0
319	28.841	0
320	15.955	0
321	11.704	0
322	0.2660	0
323	25.843	0
324	-31.384	0
325	12.050	0
326	0.7694	0
327	-0.3357	0
328	43.581	0
329	0.1972	0
330	40.219	0
331	53.275	0
332	19.294	0
333	32.334	0
334	43.186	0
335	21.571	0
336	40.226	0
337	-13.877	0
338	57.313	0
339	-0.5687	0
340	-30.865	0
341	65.535	0
342	22.118	0
343	37.468	0
344	13.102	0
345	-0.6618	0
346	-68.190	0
347	42.788	0
348	15.399	0
349	18.080	0
350	36.168	0
351	-18.580	0
352	0.2117	0
353	58.420	0
354	41.936	0
355	-14.438	0
356	-42.098	0
357	0.6863	0
358	30.420	0
359	52.271	0
360	26.812	0
361	-0.9669	0
362	33.185	0
363	-11.170	0
364	-0.4829	0
365	0.4388	0
366	-12.882	0
367	15.871	0
368	-0.2999	0
369	15.429	0
370	10.127	0
371	11.706	0
372	0.8894	0
373	60.999	0
374	42.309	0
375	25.772	0
376	-20.008	0
377	-24.774	0
378	-34.943	0
379	102.156	0
380	53.171	0
381	31.709	0
382	-0.5227	0
383	-10.391	0
384	40.429	0
385	70.953	0
386	-26.800	0
387	10.518	0
388	21.471	0
389	-35.760	0
390	49.237	0
391	11.560	0
392	81.365	0
393	12.273	0
394	36.275	0
395	-10.273	0
396	0.5254	0
397	-11.062	0
398	35.777	0
399	63.055	0
400	0.6191	0
401	37.091	0
402	0.8869	0
403	27.063	0
404	59.888	0
405	27.608	0
406	-0.7105	0
407	-0.1713	0
408	18.904	0
409	18.250	0
410	-0.1974	0
411	29.420	0
412	61.996	0
413	16.465	0
414	17.863	0
415	-42.046	0
416	0.0765	0
417	-17.798	0
418	12.413	0
419	39.768	0
420	69.698	0
421	77.955	0
422	20.493	0
423	14.394	0
424	48.525	0
425	38.705	0
426	46.958	0
427	47.348	0
428	-20.409	0
429	40.211	0
430	21.254	0
431	0.1192	0
432	0.3192	0
433	62.444	0
434	-0.0292	0
435	-13.105	0
436	30.441	0
437	84.323	0
438	24.767	0
439	33.249	0
440	-0.4147	0
441	74.226	0
442	27.750	0
443	39.903	0
444	-0.4562	0
445	49.621	0
446	35.674	0
447	-10.680	0
448	25.192	0
449	10.482	0
450	27.277	0
451	16.483	0
452	18.303	0
453	-0.6987	0
454	14.301	0
455	46.996	0
456	76.340	0
457	-10.816	0
458	95.322	0
459	69.782	0
460	29.055	0
461	14.964	0
462	0.3040	0
463	48.983	0
464	0.3162	0
465	10.144	0
466	50.509	0
467	37.078	0
468	50.902	0
469	39.142	0
470	11.973	0
471	0.8585	0
472	47.891	0
473	0.3864	0
474	59.600	0
475	47.721	0
476	32.632	0
477	24.097	0
478	34.969	0
479	129.800	0
480	20.627	0
481	-22.698	0
482	81.453	0
483	42.295	0
484	0.4563	0
485	102.520	0
486	40.529	0
487	32.826	0
488	0.0665	0
489	-0.7948	0
490	-29.052	0
491	11.312	0
492	-0.7593	0
493	43.433	0
494	14.471	0
495	77.070	0
496	69.317	0
497	28.920	0
498	15.517	0
499	58.565	0
500	-10.395	0
501	83.847	1
502	120.031	1
503	115.607	1
504	57.652	1
505	66.803	1
506	101.350	1
507	76.813	1
508	117.453	1
509	44.529	1
510	90.867	1
511	83.534	1
512	127.674	1
513	18.180	1
514	72.030	1
515	74.140	1
516	-21.676	1
517	121.924	1
518	184.369	1
519	62.713	1
520	83.481	1
521	53.416	1
522	87.373	1
523	56.807	1
